full_text,cleaning,case_folding,tokenize,filtering/stopword removal,steaming_data
aku akan swlalu melanggengkan jaehyuk sebagai anak manajemen iup iisma awardee magang unilever anak mun liburan ke bali kayak depok-jakarta,aku akan swlalu melanggengkan jaehyuk sebagai anak manajemen iup iisma awardee magang unilever anak mun liburan ke bali kayak depokjakarta,aku akan swlalu melanggengkan jaehyuk sebagai anak manajemen iup iisma awardee magang unilever anak mun liburan ke bali kayak depokjakarta,"['aku', 'akan', 'swlalu', 'melanggengkan', 'jaehyuk', 'sebagai', 'anak', 'manajemen', 'iup', 'iisma', 'awardee', 'magang', 'unilever', 'anak', 'mun', 'liburan', 'ke', 'bali', 'kayak', 'depokjakarta']","['swlalu', 'melanggengkan', 'jaehyuk', 'anak', 'manajemen', 'iup', 'iisma', 'awardee', 'magang', 'unilever', 'anak', 'mun', 'liburan', 'bali', 'kayak', 'depokjakarta']",swlalu langgeng jaehyuk anak manajemen iup iisma awardee magang unilever anak mun libur bal kayak depokjakarta
@lilrosettes susah teknik mah buat iisma lulus telat bisa,lilrosettes susah teknik mah buat iisma lulus telat bisa,lilrosettes susah teknik mah buat iisma lulus telat bisa,"['lilrosettes', 'susah', 'teknik', 'mah', 'buat', 'iisma', 'lulus', 'telat', 'bisa']","['lilrosettes', 'susah', 'teknik', 'mah', 'iisma', 'lulus', 'telat']",lilrosettes susah teknik mah iisma lulus telat
menurut gue ini lebih nyebelin dari orkay ikut iisma sih,menurut gue ini lebih nyebelin dari orkay ikut iisma sih,menurut gue ini lebih nyebelin dari orkay ikut iisma sih,"['menurut', 'gue', 'ini', 'lebih', 'nyebelin', 'dari', 'orkay', 'ikut', 'iisma', 'sih']","['gue', 'nyebelin', 'orkay', 'iisma', 'sih']",gue nyebelin orkay iisma sih
guys ada yg sekarang lagi di kutek?,guys ada yg sekarang lagi di kutek,guys ada yg sekarang lagi di kutek,"['guys', 'ada', 'yg', 'sekarang', 'lagi', 'di', 'kutek']","['guys', 'yg', 'kutek']",guys yg kutek
@dianscorner @utfess halo kak aku bole dm kakak ga? soalnya ga sengaja liat profil kakak lolos iisma ,dianscorner utfess halo kak aku bole dm kakak ga soalnya ga sengaja liat profil kakak lolos iisma ,dianscorner utfess halo kak aku bole dm kakak ga soalnya ga sengaja liat profil kakak lolos iisma ,"['dianscorner', 'utfess', 'halo', 'kak', 'aku', 'bole', 'dm', 'kakak', 'ga', 'soalnya', 'ga', 'sengaja', 'liat', 'profil', 'kakak', 'lolos', 'iisma']","['dianscorner', 'utfess', 'halo', 'kak', 'bole', 'dm', 'kakak', 'ga', 'ga', 'sengaja', 'liat', 'profil', 'kakak', 'lolos', 'iisma']",dianscorner utfess halo kak bole dm kakak ga ga sengaja liat profil kakak lolos iisma
@mintzmina pengangguran yah,mintzmina pengangguran yah,mintzmina pengangguran yah,"['mintzmina', 'pengangguran', 'yah']","['mintzmina', 'pengangguran', 'yah']",mintzmina anggur yah
@wizardfes Hermione masuk komunitas IISMA fighter,wizardfes Hermione masuk komunitas IISMA fighter,wizardfes hermione masuk komunitas iisma fighter,"['wizardfes', 'hermione', 'masuk', 'komunitas', 'iisma', 'fighter']","['wizardfes', 'hermione', 'masuk', 'komunitas', 'iisma', 'fighter']",wizardfes hermione masuk komunitas iisma fighter
@cookiedrxps mjbb tp are you kak fay yg awardee cu iisma di tiktok itu bukan sii?,cookiedrxps mjbb tp are you kak fay yg awardee cu iisma di tiktok itu bukan sii,cookiedrxps mjbb tp are you kak fay yg awardee cu iisma di tiktok itu bukan sii,"['cookiedrxps', 'mjbb', 'tp', 'are', 'you', 'kak', 'fay', 'yg', 'awardee', 'cu', 'iisma', 'di', 'tiktok', 'itu', 'bukan', 'sii']","['cookiedrxps', 'mjbb', 'tp', 'are', 'you', 'kak', 'fay', 'yg', 'awardee', 'cu', 'iisma', 'tiktok', 'sii']",cookiedrxps mjbb tp are you kak fay yg awardee cu iisma tiktok sii
IISMA! ada kakak2 awardee upf? mau tanya2 buat iisma co-fund ,IISMA ada kakak awardee upf mau tanya buat iisma cofund ,iisma ada kakak awardee upf mau tanya buat iisma cofund ,"['iisma', 'ada', 'kakak', 'awardee', 'upf', 'mau', 'tanya', 'buat', 'iisma', 'cofund']","['iisma', 'kakak', 'awardee', 'upf', 'iisma', 'cofund']",iisma kakak awardee upf iisma cofund
Bismillah masuk ui trs keterima IISMA ke leiden,Bismillah masuk ui trs keterima IISMA ke leiden,bismillah masuk ui trs keterima iisma ke leiden,"['bismillah', 'masuk', 'ui', 'trs', 'keterima', 'iisma', 'ke', 'leiden']","['bismillah', 'masuk', 'ui', 'trs', 'keterima', 'iisma', 'leiden']",bismillah masuk ui trs terima iisma leiden
Pls ada mootsku yg bikin ini dong biar bisa aku qrt ,Pls ada mootsku yg bikin ini dong biar bisa aku qrt ,pls ada mootsku yg bikin ini dong biar bisa aku qrt ,"['pls', 'ada', 'mootsku', 'yg', 'bikin', 'ini', 'dong', 'biar', 'bisa', 'aku', 'qrt']","['pls', 'mootsku', 'yg', 'bikin', 'biar', 'qrt']",pls mootsku yg bikin biar qrt
JANJI GAK IISMA IISMA-AN??? WKWKWKWKWKKWKW https://t.co/tG30CNz4Ce,JANJI GAK IISMA IISMAAN WKWKWKWKWKKWKW ,janji gak iisma iismaan wkwkwkwkwkkwkw ,"['janji', 'gak', 'iisma', 'iismaan', 'wkwkwkwkwkkwkw']","['janji', 'gak', 'iisma', 'iismaan', 'wkwkwkwkwkkwkw']",janji gak iisma iismaan wkwkwkwkwkkwkw
‼️FLASH SALE‼️ Efektif Meningkatkan Skor TOEFL bersama tutor berpengalaman Les TOEFL bimbel TOEFL kelas TOEFL bimbingan TOEFL kursus tba Cp. https://t.co/RZozR9mKES #LPDP #BUMN #CPNS #TOEFL #Scholarship #bahasainggris #IISMA #AAS #beasiswa #lestoefl #bimbel #studyabroad https://t.co/wEbICwzeKM,FLASH SALE Efektif Meningkatkan Skor TOEFL bersama tutor berpengalaman Les TOEFL bimbel TOEFL kelas TOEFL bimbingan TOEFL kursus tba Cp  LPDP BUMN CPNS TOEFL Scholarship bahasainggris IISMA AAS beasiswa lestoefl bimbel studyabroad ,flash sale efektif meningkatkan skor toefl bersama tutor berpengalaman les toefl bimbel toefl kelas toefl bimbingan toefl kursus tba cp  lpdp bumn cpns toefl scholarship bahasainggris iisma aas beasiswa lestoefl bimbel studyabroad ,"['flash', 'sale', 'efektif', 'meningkatkan', 'skor', 'toefl', 'bersama', 'tutor', 'berpengalaman', 'les', 'toefl', 'bimbel', 'toefl', 'kelas', 'toefl', 'bimbingan', 'toefl', 'kursus', 'tba', 'cp', 'lpdp', 'bumn', 'cpns', 'toefl', 'scholarship', 'bahasainggris', 'iisma', 'aas', 'beasiswa', 'lestoefl', 'bimbel', 'studyabroad']","['flash', 'sale', 'efektif', 'meningkatkan', 'skor', 'toefl', 'tutor', 'berpengalaman', 'les', 'toefl', 'bimbel', 'toefl', 'kelas', 'toefl', 'bimbingan', 'toefl', 'kursus', 'tba', 'cp', 'lpdp', 'bumn', 'cpns', 'toefl', 'scholarship', 'bahasainggris', 'iisma', 'aas', 'beasiswa', 'lestoefl', 'bimbel', 'studyabroad']",flash sale efektif tingkat skor toefl tutor alam les toefl bimbel toefl kelas toefl bimbing toefl kursus tba cp lpdp bumn cpns toefl scholarship bahasainggris iisma aas beasiswa lestoefl bimbel studyabroad
@5eijiii AWWW THANK YOU THIS IS A REALLY SPECIFIC AND BEAUTIFUL COMPLIMENT I'M HONOREDD T^T Tpi mungkin mostly nnt yg ku-GA selera buku jaman SMP-SMA ku yg belum sebagus skrg WKKWKW gapapa lah ya stay tuned then :3,eijiii AWWW THANK YOU THIS IS A REALLY SPECIFIC AND BEAUTIFUL COMPLIMENT IM HONOREDD TT Tpi mungkin mostly nnt yg kuGA selera buku jaman SMPSMA ku yg belum sebagus skrg WKKWKW gapapa lah ya stay tuned then ,eijiii awww thank you this is a really specific and beautiful compliment im honoredd tt tpi mungkin mostly nnt yg kuga selera buku jaman smpsma ku yg belum sebagus skrg wkkwkw gapapa lah ya stay tuned then ,"['eijiii', 'awww', 'thank', 'you', 'this', 'is', 'a', 'really', 'specific', 'and', 'beautiful', 'compliment', 'im', 'honoredd', 'tt', 'tpi', 'mungkin', 'mostly', 'nnt', 'yg', 'kuga', 'selera', 'buku', 'jaman', 'smpsma', 'ku', 'yg', 'belum', 'sebagus', 'skrg', 'wkkwkw', 'gapapa', 'lah', 'ya', 'stay', 'tuned', 'then']","['eijiii', 'awww', 'thank', 'you', 'this', 'is', 'a', 'really', 'specific', 'and', 'beautiful', 'compliment', 'im', 'honoredd', 'tt', 'tpi', 'mostly', 'nnt', 'yg', 'kuga', 'selera', 'buku', 'jaman', 'smpsma', 'ku', 'yg', 'sebagus', 'skrg', 'wkkwkw', 'gapapa', 'ya', 'stay', 'tuned', 'then']",eijiii awww thank you this is a really specific and beautiful compliment im honoredd tt tpi mostly nnt yg kuga selera buku jaman smpsma ku yg bagus skrg wkkwkw gapapa ya stay tuned then
seharian ngezoom https://t.co/xzkEcJOloB,seharian ngezoom ,seharian ngezoom ,"['seharian', 'ngezoom']","['seharian', 'ngezoom']",hari ngezoom
TKI yang jadi ani2 di luar bikin citra jelek cewe indo aja https://t.co/19fuoisttk,TKI yang jadi ani di luar bikin citra jelek cewe indo aja ,tki yang jadi ani di luar bikin citra jelek cewe indo aja ,"['tki', 'yang', 'jadi', 'ani', 'di', 'luar', 'bikin', 'citra', 'jelek', 'cewe', 'indo', 'aja']","['tki', 'ani', 'bikin', 'citra', 'jelek', 'cewe', 'indo', 'aja']",tki ani bikin citra jelek cewe indo aja
@studeiry @dohtore @IISMAfess Btw disclaimer aku awardee 24 jadi blm berangkat yaa tapi setauku kata alumni belajarnya pake bhs Inggris kokk. Sesuai ketentuan IISMA pake EPT nya bisa DET/IELTS/TOEFL tpi disesuaikan lagi apakah kampusnya menerima/ga menerima EPT tertentu yaa. Aku pribadi pake DET.,studeiry dohtore IISMAfess Btw disclaimer aku awardee  jadi blm berangkat yaa tapi setauku kata alumni belajarnya pake bhs Inggris kokk Sesuai ketentuan IISMA pake EPT nya bisa DETIELTSTOEFL tpi disesuaikan lagi apakah kampusnya menerimaga menerima EPT tertentu yaa Aku pribadi pake DET,studeiry dohtore iismafess btw disclaimer aku awardee  jadi blm berangkat yaa tapi setauku kata alumni belajarnya pake bhs inggris kokk sesuai ketentuan iisma pake ept nya bisa detieltstoefl tpi disesuaikan lagi apakah kampusnya menerimaga menerima ept tertentu yaa aku pribadi pake det,"['studeiry', 'dohtore', 'iismafess', 'btw', 'disclaimer', 'aku', 'awardee', 'jadi', 'blm', 'berangkat', 'yaa', 'tapi', 'setauku', 'kata', 'alumni', 'belajarnya', 'pake', 'bhs', 'inggris', 'kokk', 'sesuai', 'ketentuan', 'iisma', 'pake', 'ept', 'nya', 'bisa', 'detieltstoefl', 'tpi', 'disesuaikan', 'lagi', 'apakah', 'kampusnya', 'menerimaga', 'menerima', 'ept', 'tertentu', 'yaa', 'aku', 'pribadi', 'pake', 'det']","['studeiry', 'dohtore', 'iismafess', 'btw', 'disclaimer', 'awardee', 'blm', 'berangkat', 'yaa', 'setauku', 'alumni', 'belajarnya', 'pake', 'bhs', 'inggris', 'kokk', 'sesuai', 'ketentuan', 'iisma', 'pake', 'ept', 'nya', 'detieltstoefl', 'tpi', 'disesuaikan', 'kampusnya', 'menerimaga', 'menerima', 'ept', 'yaa', 'pribadi', 'pake', 'det']",studeiry dohtore iismafess btw disclaimer awardee blm berangkat yaa tau alumni ajar pake bhs inggris kokk sesuai tentu iisma pake ept nya detieltstoefl tpi sesuai kampus menerimaga terima ept yaa pribadi pake det
Bgstt,Bgstt,bgstt,['bgstt'],['bgstt'],bgstt
Nanya serius orang dah nikah selingkuh tuh ga inget momen2 bahagia pas wedding apa ga,Nanya serius orang dah nikah selingkuh tuh ga inget momen bahagia pas wedding apa ga,nanya serius orang dah nikah selingkuh tuh ga inget momen bahagia pas wedding apa ga,"['nanya', 'serius', 'orang', 'dah', 'nikah', 'selingkuh', 'tuh', 'ga', 'inget', 'momen', 'bahagia', 'pas', 'wedding', 'apa', 'ga']","['nanya', 'serius', 'orang', 'dah', 'nikah', 'selingkuh', 'tuh', 'ga', 'inget', 'momen', 'bahagia', 'pas', 'wedding', 'ga']",nanya serius orang dah nikah selingkuh tuh ga inget momen bahagia pas wedding ga
@unhasfess_ ini kita dibiayain kesana atau gimana?,unhasfess ini kita dibiayain kesana atau gimana,unhasfess ini kita dibiayain kesana atau gimana,"['unhasfess', 'ini', 'kita', 'dibiayain', 'kesana', 'atau', 'gimana']","['unhasfess', 'dibiayain', 'kesana', 'gimana']",unhasfess dibiayain kesana gimana
Tokutei ginou sih daripada ambis sbm,Tokutei ginou sih daripada ambis sbm,tokutei ginou sih daripada ambis sbm,"['tokutei', 'ginou', 'sih', 'daripada', 'ambis', 'sbm']","['tokutei', 'ginou', 'sih', 'ambis', 'sbm']",tokutei ginou sih ambis sbm
Guys yg mau mutualan tpi blm aku follback krn ke-miss rep pls ️,Guys yg mau mutualan tpi blm aku follback krn kemiss rep pls ,guys yg mau mutualan tpi blm aku follback krn kemiss rep pls ,"['guys', 'yg', 'mau', 'mutualan', 'tpi', 'blm', 'aku', 'follback', 'krn', 'kemiss', 'rep', 'pls']","['guys', 'yg', 'mutualan', 'tpi', 'blm', 'follback', 'krn', 'kemiss', 'rep', 'pls']",guys yg mutualan tpi blm follback krn miss rep pls
Peserta Terpilih IISMA 2024 Capai 2.000 Lebih Mahasiswa https://t.co/WqGwEHkUWb,Peserta Terpilih IISMA  Capai  Lebih Mahasiswa ,peserta terpilih iisma  capai  lebih mahasiswa ,"['peserta', 'terpilih', 'iisma', 'capai', 'lebih', 'mahasiswa']","['peserta', 'terpilih', 'iisma', 'capai', 'mahasiswa']",serta pilih iisma capai mahasiswa
@dohtore @studeiry @IISMAfess Sejauh ini ga disebutin wajib bisa bhs Jepang sih tpi aku pribadi mau belajar bhs Jepang mandiri sebelum berangkatt,dohtore studeiry IISMAfess Sejauh ini ga disebutin wajib bisa bhs Jepang sih tpi aku pribadi mau belajar bhs Jepang mandiri sebelum berangkatt,dohtore studeiry iismafess sejauh ini ga disebutin wajib bisa bhs jepang sih tpi aku pribadi mau belajar bhs jepang mandiri sebelum berangkatt,"['dohtore', 'studeiry', 'iismafess', 'sejauh', 'ini', 'ga', 'disebutin', 'wajib', 'bisa', 'bhs', 'jepang', 'sih', 'tpi', 'aku', 'pribadi', 'mau', 'belajar', 'bhs', 'jepang', 'mandiri', 'sebelum', 'berangkatt']","['dohtore', 'studeiry', 'iismafess', 'ga', 'disebutin', 'wajib', 'bhs', 'jepang', 'sih', 'tpi', 'pribadi', 'belajar', 'bhs', 'jepang', 'mandiri', 'berangkatt']",dohtore studeiry iismafess ga disebutin wajib bhs jepang sih tpi pribadi ajar bhs jepang mandiri berangkatt
@reyhansagevti_ menang lomba dan lolos iisma,reyhansagevti menang lomba dan lolos iisma,reyhansagevti menang lomba dan lolos iisma,"['reyhansagevti', 'menang', 'lomba', 'dan', 'lolos', 'iisma']","['reyhansagevti', 'menang', 'lomba', 'lolos', 'iisma']",reyhansagevti menang lomba lolos iisma
yukkk semangat uts ditengah persiapan iisma luvv myself,yukkk semangat uts ditengah persiapan iisma luvv myself,yukkk semangat uts ditengah persiapan iisma luvv myself,"['yukkk', 'semangat', 'uts', 'ditengah', 'persiapan', 'iisma', 'luvv', 'myself']","['yukkk', 'semangat', 'uts', 'ditengah', 'persiapan', 'iisma', 'luvv', 'myself']",yukkk semangat uts tengah siap iisma luvv myself
@cookiedrxps @attifmuhammad_ @IISMA_AC Waah cucyokk,cookiedrxps attifmuhammad IISMAAC Waah cucyokk,cookiedrxps attifmuhammad iismaac waah cucyokk,"['cookiedrxps', 'attifmuhammad', 'iismaac', 'waah', 'cucyokk']","['cookiedrxps', 'attifmuhammad', 'iismaac', 'waah', 'cucyokk']",cookiedrxps attifmuhammad iismaac waah cucyokk
Ngapain iisma ke Canberra Institute of Technology...,Ngapain iisma ke Canberra Institute of Technology,ngapain iisma ke canberra institute of technology,"['ngapain', 'iisma', 'ke', 'canberra', 'institute', 'of', 'technology']","['ngapain', 'iisma', 'canberra', 'institute', 'of', 'technology']",ngapain iisma canberra institute of technology
Pengen nembak ntu thn depan d4 bisa join iisma ga sih? (ga harus iismavo),Pengen nembak ntu thn depan d bisa join iisma ga sih ga harus iismavo,pengen nembak ntu thn depan d bisa join iisma ga sih ga harus iismavo,"['pengen', 'nembak', 'ntu', 'thn', 'depan', 'd', 'bisa', 'join', 'iisma', 'ga', 'sih', 'ga', 'harus', 'iismavo']","['pengen', 'nembak', 'ntu', 'thn', 'd', 'join', 'iisma', 'ga', 'sih', 'ga', 'iismavo']",ken nembak ntu thn d join iisma ga sih ga iismavo
GUE GA LDR TAPI UDAH 3 BULAN GA KETEMU,GUE GA LDR TAPI UDAH  BULAN GA KETEMU,gue ga ldr tapi udah  bulan ga ketemu,"['gue', 'ga', 'ldr', 'tapi', 'udah', 'bulan', 'ga', 'ketemu']","['gue', 'ga', 'ldr', 'udah', 'ga', 'ketemu']",gue ga ldr udah ga ketemu
selepas IISMA skripisan wisuda terus pendidikan profesi dan dapet gelar psikolog umum akan aku kejar beasiswa ke luar negri itu.,selepas IISMA skripisan wisuda terus pendidikan profesi dan dapet gelar psikolog umum akan aku kejar beasiswa ke luar negri itu,selepas iisma skripisan wisuda terus pendidikan profesi dan dapet gelar psikolog umum akan aku kejar beasiswa ke luar negri itu,"['selepas', 'iisma', 'skripisan', 'wisuda', 'terus', 'pendidikan', 'profesi', 'dan', 'dapet', 'gelar', 'psikolog', 'umum', 'akan', 'aku', 'kejar', 'beasiswa', 'ke', 'luar', 'negri', 'itu']","['selepas', 'iisma', 'skripisan', 'wisuda', 'pendidikan', 'profesi', 'dapet', 'gelar', 'psikolog', 'kejar', 'beasiswa', 'negri']",lepas iisma skripisan wisuda didik profesi dapet gelar psikolog kejar beasiswa negri
Carried out well cuma garis besarnya aja ya. Tapi posisi2 company orga yg sbnrnya pengen gue ikutin beda semua sama yg akhirnya gue jalanin hahaha. Termasuk host uni iisma krn gue bener2 ga ada bayangan mau ke US kecuali seminggu sblm tutup regis.,Carried out well cuma garis besarnya aja ya Tapi posisi company orga yg sbnrnya pengen gue ikutin beda semua sama yg akhirnya gue jalanin hahaha Termasuk host uni iisma krn gue bener ga ada bayangan mau ke US kecuali seminggu sblm tutup regis,carried out well cuma garis besarnya aja ya tapi posisi company orga yg sbnrnya pengen gue ikutin beda semua sama yg akhirnya gue jalanin hahaha termasuk host uni iisma krn gue bener ga ada bayangan mau ke us kecuali seminggu sblm tutup regis,"['carried', 'out', 'well', 'cuma', 'garis', 'besarnya', 'aja', 'ya', 'tapi', 'posisi', 'company', 'orga', 'yg', 'sbnrnya', 'pengen', 'gue', 'ikutin', 'beda', 'semua', 'sama', 'yg', 'akhirnya', 'gue', 'jalanin', 'hahaha', 'termasuk', 'host', 'uni', 'iisma', 'krn', 'gue', 'bener', 'ga', 'ada', 'bayangan', 'mau', 'ke', 'us', 'kecuali', 'seminggu', 'sblm', 'tutup', 'regis']","['carried', 'out', 'well', 'garis', 'besarnya', 'aja', 'ya', 'posisi', 'company', 'orga', 'yg', 'sbnrnya', 'pengen', 'gue', 'ikutin', 'beda', 'yg', 'gue', 'jalanin', 'hahaha', 'host', 'uni', 'iisma', 'krn', 'gue', 'bener', 'ga', 'bayangan', 'us', 'kecuali', 'seminggu', 'sblm', 'tutup', 'regis']",carried out well garis besar aja ya posisi company orga yg sbnrnya ken gue ikutin beda yg gue jalanin hahaha host uni iisma krn gue bener ga bayang us kecuali minggu sblm tutup regis
@fuckphysic Lu mirip tman gw bang,fuckphysic Lu mirip tman gw bang,fuckphysic lu mirip tman gw bang,"['fuckphysic', 'lu', 'mirip', 'tman', 'gw', 'bang']","['fuckphysic', 'lu', 'tman', 'gw', 'bang']",fuckphysic lu tman gw bang
@shafiyoow That menjadi imammu while holding sajadah and giving ustad vibes,shafiyoow That menjadi imammu while holding sajadah and giving ustad vibes,shafiyoow that menjadi imammu while holding sajadah and giving ustad vibes,"['shafiyoow', 'that', 'menjadi', 'imammu', 'while', 'holding', 'sajadah', 'and', 'giving', 'ustad', 'vibes']","['shafiyoow', 'that', 'imammu', 'while', 'holding', 'sajadah', 'and', 'giving', 'ustad', 'vibes']",shafiyoow that imam while holding sajadah and giving ustad vibes
Jadi pas iisma gue sem 4 buka (iisma 23 berarti ya) gue ga daftar tuh gue blg daftarnya nnti sem 6 aja krn gue msh byk matkul wajib kan wkwkw. Terus yaudah sebelum iisma ini secara garis besar plan gue carried out well. Lomba orga panit magang udah semua. Gue balik sisa TA ,Jadi pas iisma gue sem  buka iisma  berarti ya gue ga daftar tuh gue blg daftarnya nnti sem  aja krn gue msh byk matkul wajib kan wkwkw Terus yaudah sebelum iisma ini secara garis besar plan gue carried out well Lomba orga panit magang udah semua Gue balik sisa TA ,jadi pas iisma gue sem  buka iisma  berarti ya gue ga daftar tuh gue blg daftarnya nnti sem  aja krn gue msh byk matkul wajib kan wkwkw terus yaudah sebelum iisma ini secara garis besar plan gue carried out well lomba orga panit magang udah semua gue balik sisa ta ,"['jadi', 'pas', 'iisma', 'gue', 'sem', 'buka', 'iisma', 'berarti', 'ya', 'gue', 'ga', 'daftar', 'tuh', 'gue', 'blg', 'daftarnya', 'nnti', 'sem', 'aja', 'krn', 'gue', 'msh', 'byk', 'matkul', 'wajib', 'kan', 'wkwkw', 'terus', 'yaudah', 'sebelum', 'iisma', 'ini', 'secara', 'garis', 'besar', 'plan', 'gue', 'carried', 'out', 'well', 'lomba', 'orga', 'panit', 'magang', 'udah', 'semua', 'gue', 'balik', 'sisa', 'ta']","['pas', 'iisma', 'gue', 'sem', 'buka', 'iisma', 'ya', 'gue', 'ga', 'daftar', 'tuh', 'gue', 'blg', 'daftarnya', 'nnti', 'sem', 'aja', 'krn', 'gue', 'msh', 'byk', 'matkul', 'wajib', 'wkwkw', 'yaudah', 'iisma', 'garis', 'plan', 'gue', 'carried', 'out', 'well', 'lomba', 'orga', 'panit', 'magang', 'udah', 'gue', 'sisa', 'ta']",pas iisma gue sem buka iisma ya gue ga daftar tuh gue blg daftar nnti sem aja krn gue msh byk matkul wajib wkwkw yaudah iisma garis plan gue carried out well lomba orga panit magang udah gue sisa ta
Gue tuh emg anaknya kalo mau sesuatu pasti prepare bener bener kan. Gue mau iisma pun plan gue udh mateng bgt. Gue tau dr tahun 1 kuliah pas semester2 selanjutnya gue udh nnya2 prodi gimana niar gue bisa 1 semester di LN + lulus 8 semester. Jd dr sem 3 gue udh nyodok matkul atas,Gue tuh emg anaknya kalo mau sesuatu pasti prepare bener bener kan Gue mau iisma pun plan gue udh mateng bgt Gue tau dr tahun  kuliah pas semester selanjutnya gue udh nnya prodi gimana niar gue bisa  semester di LN  lulus  semester Jd dr sem  gue udh nyodok matkul atas,gue tuh emg anaknya kalo mau sesuatu pasti prepare bener bener kan gue mau iisma pun plan gue udh mateng bgt gue tau dr tahun  kuliah pas semester selanjutnya gue udh nnya prodi gimana niar gue bisa  semester di ln  lulus  semester jd dr sem  gue udh nyodok matkul atas,"['gue', 'tuh', 'emg', 'anaknya', 'kalo', 'mau', 'sesuatu', 'pasti', 'prepare', 'bener', 'bener', 'kan', 'gue', 'mau', 'iisma', 'pun', 'plan', 'gue', 'udh', 'mateng', 'bgt', 'gue', 'tau', 'dr', 'tahun', 'kuliah', 'pas', 'semester', 'selanjutnya', 'gue', 'udh', 'nnya', 'prodi', 'gimana', 'niar', 'gue', 'bisa', 'semester', 'di', 'ln', 'lulus', 'semester', 'jd', 'dr', 'sem', 'gue', 'udh', 'nyodok', 'matkul', 'atas']","['gue', 'tuh', 'emg', 'anaknya', 'kalo', 'prepare', 'bener', 'bener', 'gue', 'iisma', 'plan', 'gue', 'udh', 'mateng', 'bgt', 'gue', 'tau', 'dr', 'kuliah', 'pas', 'semester', 'gue', 'udh', 'nnya', 'prodi', 'gimana', 'niar', 'gue', 'semester', 'ln', 'lulus', 'semester', 'jd', 'dr', 'sem', 'gue', 'udh', 'nyodok', 'matkul']",gue tuh emg anak kalo prepare bener bener gue iisma plan gue udh mateng bgt gue tau dr kuliah pas semester gue udh nnya prodi gimana niar gue semester ln lulus semester jd dr sem gue udh nyodok matkul
